user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
1200,2023-05-23,Standard,399,7.8,0.0,,35,50.0,Yes
1201,2023-03-07,Basic,199,14.4,6.0,3.0,22,,No
1202,2024-10-16,Premium,699,5.1,1.0,2.0,25,36.0,No
1203,2024-09-09,Standard,399,4.7,8.0,1.0,6,2.0,No
1204,2023-10-26,Standard,399,5.1,1.0,3.0,2,18.0,Yes
1205,2023-12-01,Premium,699,2.2,0.0,2.0,34,33.0,Yes
1206,2023-03-12,Standard,399,4.3,1.0,1.0,26,34.0,Yes
1207,2024-11-11,Standard,399,3.7,3.0,2.0,14,27.0,Yes
1208,2024-12-02,Standard,399,,4.0,4.0,11,12.0,No
1209,2024-09-11,Standard,399,5.4,2.0,,18,4.0,No
1210,2023-04-04,Basic,199,8.6,7.0,3.0,34,29.0,Yes
1211,2023-06-29,Standard,399,9.0,4.0,3.0,30,39.0,No
1212,2023-07-07,Standard,399,4.9,6.0,3.0,16,24.0,Yes
1213,2023-10-08,Premium,699,10.1,0.0,1.0,7,56.0,No
1214,2023-08-11,,699,7.7,1.0,5.0,35,46.0,No
1215,2023-04-18,Standard,399,24.8,8.0,0.0,27,23.0,Yes
1216,2024-04-18,Premium,699,10.5,,2.0,21,13.0,No
1217,2023-07-19,Basic,199,,7.0,3.0,5,,Yes
1218,2024-11-17,,399,0.8,1.0,5.0,3,58.0,Yes
1219,2024-12-31,Premium,699,12.4,1.0,0.0,30,35.0,No
1220,2024-09-13,Standard,399,12.0,4.0,,9,10.0,No
1221,2024-11-18,,199,7.7,8.0,,12,25.0,Yes
1222,2024-11-22,,199,4.3,5.0,1.0,18,,No
1223,2024-11-09,Premium,699,,0.0,5.0,14,51.0,Yes
1224,2023-02-19,Premium,699,10.1,4.0,3.0,7,3.0,No
1225,2024-03-07,Standard,399,23.3,5.0,1.0,13,12.0,Yes
1226,2023-04-09,Basic,199,8.8,3.0,,1,42.0,Yes
1227,2023-12-01,Premium,699,18.2,0.0,3.0,11,32.0,Yes
1228,2023-05-04,Standard,399,15.9,3.0,4.0,36,25.0,No
1229,2023-11-20,Basic,199,3.1,5.0,1.0,14,0.0,Yes
1230,2024-10-27,Basic,199,,3.0,0.0,25,,No
1231,2024-05-26,Premium,699,1.6,3.0,3.0,24,19.0,No
1232,2024-10-08,Basic,199,19.9,2.0,2.0,35,6.0,No
1233,2024-12-05,Premium,699,17.1,2.0,2.0,25,11.0,No
1234,2024-01-27,Standard,399,2.2,0.0,4.0,31,58.0,Yes
1235,2023-05-08,Premium,699,12.8,0.0,1.0,15,1.0,No
1236,2024-01-19,Standard,399,18.6,3.0,4.0,16,5.0,Yes
1237,2024-09-04,Standard,399,5.4,6.0,1.0,19,41.0,Yes
1238,2024-06-17,Standard,399,3.8,5.0,5.0,22,50.0,Yes
1239,2023-07-30,Standard,399,18.9,3.0,5.0,19,21.0,Yes
1240,2024-09-14,Premium,699,22.7,3.0,,4,,No
1241,2024-05-18,Standard,399,8.4,7.0,5.0,34,0.0,Yes
1242,2024-08-29,,199,1.8,2.0,1.0,13,8.0,Yes
1243,2023-06-18,Premium,699,,1.0,3.0,14,46.0,Yes
1244,2024-08-13,,699,6.5,,4.0,13,15.0,Yes
1245,2024-02-12,Standard,399,,7.0,0.0,13,60.0,No
1246,2023-06-09,Standard,399,12.0,6.0,4.0,11,39.0,Yes
1247,2023-11-04,,399,19.2,6.0,,2,48.0,No
1248,2024-04-09,,699,,2.0,2.0,35,24.0,Yes
1249,2024-04-25,,399,14.3,7.0,0.0,25,21.0,Yes
1250,2024-01-19,Basic,199,22.9,0.0,0.0,10,,No
1251,2023-11-12,Standard,399,23.2,6.0,5.0,26,23.0,Yes
1252,2023-06-16,Premium,699,,0.0,,5,24.0,No
1253,2024-12-06,Basic,199,23.9,5.0,,28,45.0,Yes
1254,2023-02-05,Standard,399,16.4,6.0,5.0,4,15.0,Yes
1255,2024-11-28,,399,17.6,2.0,2.0,2,,Yes
1256,2024-10-21,Basic,199,6.6,2.0,0.0,17,,No
1257,2024-03-09,Premium,699,10.2,1.0,4.0,25,,Yes
1258,2024-01-27,Basic,199,6.7,4.0,4.0,28,34.0,Yes
1259,2023-12-19,Premium,699,18.5,1.0,0.0,20,40.0,No
1260,2023-06-22,Basic,199,18.8,6.0,5.0,18,19.0,Yes
1261,2024-03-17,Standard,399,2.9,6.0,4.0,1,26.0,Yes
1262,2023-04-23,Basic,199,9.7,,1.0,12,31.0,Yes
1263,2023-07-16,Standard,399,5.0,0.0,,14,11.0,No
1264,2023-03-29,,399,11.3,1.0,5.0,27,10.0,Yes
1265,2024-05-11,Standard,399,7.3,5.0,0.0,8,37.0,Yes
1266,2023-02-12,Premium,699,0.7,4.0,0.0,7,,Yes
1267,2023-09-30,Basic,199,13.3,,3.0,14,38.0,Yes
1268,2023-12-18,,399,19.0,6.0,2.0,31,23.0,Yes
1269,2023-12-31,Standard,399,23.6,6.0,3.0,16,39.0,Yes
1270,2023-05-23,Standard,399,0.6,6.0,5.0,7,53.0,Yes
1271,2024-01-13,Basic,199,21.8,4.0,5.0,8,48.0,No
1272,2023-11-26,Standard,399,13.1,3.0,0.0,31,40.0,No
1273,2024-05-11,,199,21.9,5.0,5.0,24,28.0,Yes
1274,2023-04-13,Standard,399,,7.0,5.0,6,54.0,Yes
1275,2024-08-08,Premium,699,7.7,,5.0,25,,No
1276,2024-07-15,Premium,699,1.3,7.0,,33,19.0,No
1277,2023-09-07,,399,22.5,1.0,3.0,11,42.0,Yes
1278,2023-01-30,Basic,199,19.0,1.0,0.0,11,27.0,No
1279,2024-05-02,Basic,199,,4.0,1.0,21,46.0,Yes
1280,2024-12-09,Premium,699,16.8,8.0,5.0,8,46.0,Yes
1281,2024-01-26,Standard,399,23.3,1.0,5.0,15,21.0,Yes
1282,2023-10-25,Premium,699,24.2,6.0,1.0,36,,No
1283,2024-01-12,Basic,199,2.7,,5.0,8,60.0,Yes
1284,2023-07-14,Basic,199,23.9,0.0,2.0,21,3.0,No
1285,2024-06-16,Standard,399,8.3,5.0,5.0,28,59.0,No
1286,2023-05-29,Premium,699,3.1,0.0,4.0,15,54.0,Yes
1287,2024-11-12,Standard,399,,7.0,1.0,15,38.0,Yes
1288,2024-12-24,Premium,699,15.2,,4.0,3,44.0,Yes
1289,2024-01-21,Premium,699,16.0,3.0,3.0,31,18.0,No
1290,2024-12-18,Basic,199,4.2,3.0,5.0,22,59.0,Yes
1291,2024-11-06,Premium,699,23.1,,3.0,4,46.0,Yes
1292,2023-12-23,Basic,199,13.9,5.0,3.0,2,43.0,Yes
1293,2024-12-18,Standard,399,2.3,,2.0,26,44.0,Yes
1294,2024-12-27,Premium,699,2.9,5.0,4.0,26,55.0,Yes
1295,2023-05-29,Standard,399,16.5,2.0,3.0,30,44.0,Yes
1296,2024-08-12,Basic,199,20.2,3.0,5.0,14,41.0,Yes
1297,2023-02-27,Basic,199,9.7,6.0,5.0,10,53.0,Yes
1298,2024-10-27,Basic,199,24.4,2.0,0.0,23,7.0,No
1299,2024-02-11,Standard,399,,6.0,1.0,28,2.0,Yes
1300,2024-12-09,Standard,399,17.4,2.0,5.0,20,47.0,Yes
1301,2024-01-12,Premium,699,19.6,,2.0,6,40.0,Yes
1302,2024-06-05,Basic,199,3.4,1.0,3.0,8,41.0,Yes
1303,2024-08-30,Basic,199,14.9,,2.0,2,44.0,Yes
1304,2023-11-30,Basic,199,12.4,6.0,2.0,25,36.0,Yes
1305,2024-06-26,Basic,199,5.0,0.0,,35,35.0,No
1306,2023-05-08,Standard,399,13.2,8.0,5.0,5,52.0,No
1307,2023-11-18,Basic,199,4.9,2.0,0.0,8,35.0,Yes
1308,2023-09-20,Basic,199,3.7,3.0,5.0,3,10.0,Yes
1309,2023-06-25,Basic,199,24.5,,,6,23.0,No
1310,2024-11-05,,399,6.6,0.0,4.0,1,57.0,No
1311,2023-12-27,Premium,699,3.9,,5.0,29,20.0,Yes
1312,2023-02-07,Premium,699,13.0,,5.0,35,52.0,Yes
1313,2024-08-28,Basic,199,7.8,3.0,1.0,10,38.0,No
1314,2024-01-26,Standard,399,3.6,6.0,0.0,18,35.0,Yes
1315,2024-12-12,Premium,699,10.3,1.0,2.0,11,,Yes
1316,2024-01-17,Basic,199,5.5,4.0,5.0,35,44.0,Yes
1317,2024-03-20,Premium,699,15.3,6.0,1.0,33,20.0,No
1318,2023-04-23,Standard,399,,3.0,0.0,2,17.0,No
1319,2023-12-08,Premium,699,10.5,5.0,5.0,36,5.0,Yes
1320,2023-08-16,,399,21.8,3.0,2.0,10,,Yes
1321,2023-11-10,Standard,399,19.7,1.0,1.0,7,33.0,No
1322,2024-07-18,,699,2.8,5.0,5.0,32,36.0,Yes
1323,2023-07-05,Standard,399,22.5,2.0,,7,60.0,No
1324,2023-01-10,,399,14.0,,3.0,35,37.0,Yes
1325,2023-10-01,,699,18.0,2.0,1.0,33,24.0,No
1326,2024-04-13,Basic,199,17.8,3.0,5.0,24,38.0,Yes
1327,2024-03-14,Basic,199,24.7,7.0,4.0,29,18.0,Yes
1328,2023-04-03,Premium,699,8.0,1.0,,15,26.0,No
1329,2023-03-28,Premium,699,2.4,3.0,0.0,6,10.0,No
1330,2024-06-04,Premium,699,14.1,7.0,0.0,19,60.0,Yes
1331,2024-12-15,,699,12.3,8.0,,9,43.0,No
1332,2024-12-20,Basic,199,0.8,3.0,5.0,26,0.0,No
1333,2024-04-04,Premium,699,6.5,8.0,5.0,23,38.0,Yes
1334,2024-06-10,,199,22.6,,0.0,34,23.0,No
1335,2023-12-13,Standard,399,10.9,6.0,1.0,4,23.0,No
1336,2023-09-29,Premium,699,20.9,1.0,2.0,16,19.0,No
1337,2024-10-20,Basic,199,,6.0,1.0,1,59.0,Yes
1338,2024-04-16,,699,23.4,7.0,0.0,3,22.0,Yes
1339,2024-02-16,Standard,399,9.2,0.0,2.0,20,56.0,No
1340,2023-06-07,Standard,399,3.0,7.0,1.0,1,5.0,No
1341,2023-08-20,Standard,399,22.9,0.0,1.0,8,49.0,No
1342,2023-10-03,Standard,399,9.7,5.0,3.0,26,57.0,Yes
1343,2024-03-20,Basic,199,16.6,7.0,1.0,29,8.0,No
1344,2023-05-17,Basic,199,22.1,,,23,12.0,No
1345,2024-05-05,Standard,399,18.7,0.0,1.0,27,42.0,Yes
1346,2023-05-11,Premium,699,3.4,7.0,4.0,18,31.0,Yes
1347,2023-01-22,Standard,399,12.8,6.0,1.0,26,7.0,No
1348,2023-12-17,Basic,199,8.9,0.0,5.0,10,15.0,Yes
1349,2024-03-15,Standard,399,11.1,4.0,2.0,1,31.0,Yes
1350,2023-09-27,Basic,199,,2.0,,10,17.0,No
1351,2023-04-16,,699,,6.0,1.0,16,30.0,No
1352,2023-08-23,Premium,699,,3.0,4.0,33,40.0,No
1353,2023-01-19,Basic,199,10.3,4.0,1.0,9,59.0,Yes
1354,2024-12-17,,699,2.7,,3.0,13,26.0,Yes
1355,2024-10-21,Premium,699,5.9,6.0,3.0,15,3.0,No
1356,2024-03-04,Basic,199,3.2,5.0,,20,60.0,Yes
1357,2023-11-26,Basic,199,22.4,2.0,0.0,21,0.0,Yes
1358,2024-05-18,Basic,199,12.1,,3.0,19,11.0,Yes
1359,2023-05-14,Standard,399,8.0,1.0,5.0,22,0.0,No
1360,2024-09-11,Standard,399,18.7,5.0,5.0,24,49.0,Yes
1361,2023-04-19,Standard,399,16.4,3.0,4.0,16,24.0,Yes
1362,2023-04-12,,199,1.5,3.0,1.0,8,45.0,Yes
1363,2023-07-26,Basic,199,,4.0,5.0,35,,No
1364,2024-07-27,Premium,699,1.6,3.0,3.0,10,35.0,Yes
1365,2024-06-20,Standard,399,,1.0,3.0,24,4.0,No
1366,2024-08-02,Premium,699,4.6,4.0,5.0,2,,Yes
1367,2024-06-09,Basic,199,18.6,6.0,3.0,13,43.0,Yes
1368,2024-02-15,Basic,199,11.2,8.0,3.0,11,35.0,No
1369,2024-12-14,Premium,699,,0.0,1.0,18,36.0,Yes
1370,2023-10-31,Basic,199,11.7,8.0,2.0,33,19.0,No
1371,2023-10-26,Premium,699,,2.0,1.0,18,2.0,No
1372,2023-02-22,Basic,199,23.6,4.0,1.0,10,17.0,No
1373,2023-12-22,Premium,699,24.7,3.0,4.0,16,7.0,Yes
1374,2024-09-18,,699,8.5,8.0,2.0,24,,Yes
1375,2023-10-14,Standard,399,24.6,0.0,2.0,21,14.0,No
1376,2024-08-20,Basic,199,,8.0,5.0,17,55.0,No
1377,2023-07-31,Basic,199,23.7,4.0,5.0,25,40.0,Yes
1378,2024-02-09,Standard,399,8.4,3.0,4.0,15,40.0,No
1379,2023-04-06,,199,,6.0,2.0,29,9.0,No
1380,2023-07-04,Standard,399,11.8,,1.0,12,36.0,No
1381,2024-09-14,Premium,699,1.0,2.0,1.0,19,52.0,Yes
1382,2024-02-17,Basic,199,,6.0,1.0,5,,No
1383,2023-01-22,Basic,199,3.9,0.0,4.0,34,6.0,Yes
1384,2023-10-02,Basic,199,19.2,0.0,,1,15.0,No
1385,2023-12-13,,199,19.9,0.0,0.0,1,34.0,No
1386,2023-06-17,Premium,699,5.5,7.0,4.0,6,57.0,Yes
1387,2024-10-04,Standard,399,12.2,3.0,0.0,22,34.0,No
1388,2024-06-07,Premium,699,1.0,0.0,0.0,8,34.0,Yes
1389,2023-05-31,Standard,399,0.5,,0.0,10,14.0,No
1390,2023-04-26,Standard,399,6.0,6.0,5.0,19,56.0,Yes
1391,2024-09-22,Standard,399,24.8,3.0,0.0,11,18.0,No
1392,2024-03-14,Standard,399,9.3,1.0,0.0,8,38.0,Yes
1393,2023-11-05,Premium,699,15.2,6.0,1.0,22,57.0,No
1394,2024-01-13,,699,,1.0,2.0,19,58.0,Yes
1395,2024-02-04,Standard,399,19.8,2.0,5.0,5,9.0,Yes
1396,2023-10-13,Standard,399,,1.0,4.0,31,27.0,No
1397,2023-11-23,Basic,199,8.4,2.0,1.0,6,49.0,No
1398,2023-05-22,Standard,399,12.3,6.0,,28,50.0,Yes
1399,2024-06-29,Premium,699,9.9,8.0,3.0,16,34.0,Yes
1400,2023-08-13,Premium,699,,6.0,4.0,15,36.0,No
1401,2024-07-25,Premium,699,6.3,,,6,54.0,Yes
1402,2023-05-23,Standard,399,23.1,0.0,2.0,9,23.0,No
1403,2023-08-18,Standard,399,4.0,8.0,3.0,30,15.0,Yes
1404,2024-03-10,Basic,199,3.4,2.0,3.0,9,46.0,Yes
1405,2023-06-11,Standard,399,17.7,,3.0,4,53.0,Yes
1406,2024-03-02,,199,,1.0,1.0,10,4.0,Yes
1407,2023-11-03,Basic,199,12.0,2.0,5.0,12,33.0,No
1408,2023-04-24,,399,18.2,,5.0,27,44.0,Yes
1409,2023-06-14,Basic,199,22.1,0.0,4.0,4,,Yes
1410,2024-08-08,Basic,199,20.9,7.0,4.0,26,45.0,No
1411,2024-06-18,,699,17.9,6.0,1.0,20,17.0,No
1412,2023-07-08,Standard,399,18.7,,4.0,9,,Yes
1413,2024-10-30,Premium,699,15.3,1.0,5.0,36,29.0,Yes
1414,2024-03-10,Premium,699,20.8,2.0,0.0,26,,No
1415,2023-12-10,Basic,199,3.2,1.0,2.0,18,38.0,Yes
1416,2023-01-12,Basic,199,7.4,8.0,0.0,16,4.0,Yes
1417,2024-08-06,Standard,399,14.0,0.0,,13,17.0,Yes
1418,2023-11-13,Premium,699,,7.0,0.0,3,3.0,No
1419,2024-02-05,Basic,199,18.9,6.0,4.0,23,12.0,Yes
1420,2024-05-30,Premium,699,24.4,,2.0,23,26.0,No
1421,2024-05-03,Basic,199,20.3,,0.0,33,37.0,No
1422,2024-10-02,Premium,699,,2.0,5.0,3,,Yes
1423,2024-05-28,Basic,199,22.2,2.0,5.0,15,10.0,No
1424,2023-10-25,Premium,699,,5.0,3.0,34,50.0,Yes
1425,2024-09-13,Standard,399,1.5,6.0,1.0,28,13.0,No
1426,2023-11-13,Basic,199,14.4,,0.0,10,51.0,Yes
1427,2023-06-15,Premium,699,12.7,7.0,2.0,6,10.0,No
1428,2024-04-16,Basic,199,14.6,5.0,0.0,18,,Yes
1429,2023-05-07,,399,24.5,7.0,,31,59.0,Yes
1430,2024-11-27,Premium,699,,4.0,3.0,32,26.0,Yes
1431,2024-06-02,Basic,199,9.5,5.0,,29,5.0,No
1432,2023-09-08,,399,22.0,0.0,4.0,17,,Yes
1433,2024-02-13,Premium,699,0.7,1.0,2.0,36,,Yes
1434,2024-04-24,,199,10.0,7.0,5.0,15,,Yes
1435,2023-04-21,Premium,699,22.6,7.0,0.0,35,5.0,Yes
1436,2024-09-10,Standard,399,5.4,5.0,0.0,28,20.0,No
1437,2024-07-12,Standard,399,17.7,7.0,0.0,14,17.0,No
1438,2024-09-07,,199,4.1,3.0,,31,36.0,Yes
1439,2023-08-05,Standard,399,23.4,5.0,3.0,4,30.0,Yes
1440,2024-02-19,Basic,199,7.1,2.0,0.0,28,9.0,Yes
1441,2023-09-23,Basic,199,21.9,7.0,3.0,20,33.0,Yes
1442,2023-07-23,Basic,199,2.8,6.0,2.0,4,48.0,Yes
1443,2024-12-14,,399,12.3,8.0,,27,50.0,Yes
1444,2024-09-03,Standard,399,22.9,6.0,0.0,23,35.0,No
1445,2023-11-21,,199,18.2,2.0,2.0,5,42.0,No
1446,2024-11-21,Basic,199,22.5,2.0,3.0,10,55.0,Yes
1447,2023-05-09,Standard,399,13.3,0.0,3.0,17,60.0,No
1448,2023-07-12,Premium,699,16.2,1.0,0.0,29,13.0,No
1449,2023-07-15,Standard,399,19.5,6.0,1.0,35,22.0,Yes
1450,2024-05-29,,699,9.6,5.0,0.0,1,19.0,No
1451,2024-07-09,Basic,199,,7.0,3.0,32,,Yes
1452,2024-03-14,Standard,399,24.4,5.0,0.0,34,59.0,Yes
1453,2024-11-06,Standard,399,,,,12,27.0,Yes
1454,2023-04-02,Premium,699,16.0,1.0,0.0,28,51.0,No
1455,2024-09-30,,699,15.6,6.0,0.0,2,31.0,No
1456,2023-10-24,Premium,699,16.0,8.0,4.0,7,51.0,Yes
1457,2024-04-25,,399,,,4.0,14,24.0,Yes
1458,2024-12-21,Basic,199,24.2,7.0,3.0,23,58.0,No
1459,2024-11-05,Premium,699,0.7,5.0,1.0,26,32.0,Yes
1460,2024-02-29,Standard,399,21.0,,5.0,20,,Yes
1461,2023-11-22,Basic,199,1.1,5.0,4.0,1,52.0,Yes
1462,2023-07-17,Standard,399,,6.0,1.0,11,,No
1463,2023-06-27,Premium,699,20.8,6.0,1.0,26,60.0,No
1464,2023-05-10,,399,13.2,6.0,1.0,21,6.0,No
1465,2024-07-20,Premium,699,16.0,6.0,5.0,8,58.0,Yes
1466,2024-08-30,Basic,199,5.5,1.0,0.0,21,27.0,Yes
1467,2023-05-14,Basic,199,15.6,8.0,0.0,2,36.0,Yes
1468,2023-09-09,Standard,399,5.1,,2.0,23,12.0,No
1469,2024-10-04,Premium,699,19.4,,2.0,25,5.0,No
1470,2023-07-04,Basic,199,3.2,1.0,0.0,7,9.0,Yes
1471,2023-01-23,Basic,199,12.6,,1.0,5,25.0,Yes
1472,2023-11-18,Standard,399,12.4,1.0,1.0,5,43.0,No
1473,2024-11-06,Premium,699,20.3,2.0,2.0,29,0.0,No
1474,2024-09-06,Premium,699,3.4,5.0,2.0,3,30.0,Yes
1475,2024-07-02,Premium,699,4.4,4.0,0.0,1,,No
1476,2023-08-11,,199,13.0,2.0,1.0,34,55.0,No
1477,2023-10-02,Basic,199,3.9,1.0,5.0,21,44.0,No
1478,2023-10-29,Standard,399,,,2.0,31,,Yes
1479,2024-12-04,Standard,399,11.2,6.0,1.0,32,16.0,Yes
1480,2023-11-16,Premium,699,24.1,1.0,,18,50.0,No
1481,2024-09-02,Basic,199,23.9,7.0,3.0,14,56.0,Yes
1482,2024-08-03,Premium,699,20.5,1.0,,18,24.0,Yes
1483,2024-06-07,Standard,399,22.5,1.0,3.0,24,10.0,No
1484,2023-07-04,Standard,399,7.7,,2.0,27,25.0,Yes
1485,2024-01-16,Standard,399,19.9,,1.0,28,4.0,Yes
1486,2023-12-03,Standard,399,19.6,1.0,0.0,10,20.0,No
1487,2023-10-18,Basic,199,14.4,5.0,1.0,30,35.0,Yes
1488,2024-11-18,Premium,699,,1.0,4.0,14,17.0,No
1489,2023-07-21,Basic,199,17.2,,2.0,27,52.0,Yes
1490,2023-06-25,Basic,199,12.7,4.0,3.0,32,7.0,Yes
1491,2024-10-21,Premium,699,,3.0,4.0,21,1.0,Yes
1492,2023-02-07,,699,22.8,4.0,1.0,1,53.0,No
1493,2024-03-01,Premium,699,1.5,0.0,0.0,34,30.0,Yes
1494,2023-11-17,Premium,699,7.2,5.0,3.0,20,5.0,No
1495,2023-05-05,Standard,399,10.1,7.0,,4,54.0,Yes
1496,2023-11-27,Standard,399,1.2,0.0,0.0,7,8.0,Yes
1497,2024-01-13,Premium,699,6.0,1.0,1.0,28,46.0,No
1498,2023-04-24,Premium,699,,0.0,,1,,No
1499,2024-01-24,Basic,199,2.3,5.0,5.0,20,39.0,Yes
1500,2023-06-01,Standard,399,23.2,7.0,0.0,11,8.0,No
1501,2024-05-04,Premium,699,16.1,1.0,4.0,27,33.0,Yes
1502,2023-09-28,Premium,699,24.4,,5.0,32,30.0,Yes
1503,2023-07-30,Standard,399,9.1,3.0,5.0,6,41.0,No
1504,2023-08-10,Premium,699,2.3,7.0,0.0,5,13.0,Yes
1505,2024-06-24,Standard,399,5.1,1.0,2.0,25,13.0,No
1506,2024-05-31,Premium,699,19.1,4.0,5.0,21,29.0,Yes
1507,2024-06-09,Basic,199,5.9,5.0,3.0,9,28.0,No
1508,2024-08-14,,199,5.1,4.0,3.0,26,,No
1509,2024-04-16,Premium,699,4.1,,5.0,7,7.0,Yes
1510,2024-07-17,Basic,199,1.2,8.0,,18,22.0,Yes
1511,2023-12-08,Basic,199,,2.0,3.0,23,32.0,Yes
1512,2024-03-08,Basic,199,7.2,1.0,0.0,29,41.0,No
1513,2024-05-20,Basic,199,5.1,2.0,4.0,19,17.0,No
1514,2023-08-13,Premium,699,3.2,0.0,,28,15.0,No
1515,2023-10-10,Basic,199,22.4,4.0,1.0,4,4.0,No
1516,2024-12-09,Basic,199,10.1,1.0,1.0,26,46.0,No
1517,2024-09-02,Standard,399,5.5,,,32,40.0,Yes
1518,2023-11-09,Standard,399,,8.0,5.0,1,39.0,Yes
1519,2024-04-11,Premium,699,,1.0,1.0,16,11.0,Yes
1520,2023-09-28,Basic,199,16.8,6.0,2.0,1,1.0,Yes
1521,2024-08-20,Basic,199,17.1,0.0,4.0,11,22.0,No
1522,2024-08-03,Basic,199,21.9,7.0,0.0,32,2.0,No
1523,2023-04-07,Premium,699,21.0,8.0,4.0,19,10.0,No
1524,2024-07-12,Basic,199,20.2,5.0,,20,,Yes
1525,2024-12-28,,399,6.7,7.0,,32,52.0,Yes
1526,2024-10-17,Standard,399,19.5,7.0,0.0,34,17.0,No
1527,2023-02-01,Basic,199,24.5,,5.0,10,9.0,No
1528,2024-10-16,Basic,199,9.3,1.0,1.0,28,58.0,No
1529,2023-09-29,Basic,199,22.0,8.0,3.0,18,56.0,Yes
1530,2023-10-10,Premium,699,22.3,6.0,4.0,23,26.0,No
1531,2023-05-06,Standard,399,1.5,8.0,5.0,13,21.0,Yes
1532,2024-05-25,Standard,399,14.4,5.0,,30,7.0,No
1533,2024-11-11,Premium,699,,2.0,4.0,10,18.0,No
1534,2023-08-11,Basic,199,12.4,1.0,2.0,20,0.0,No
1535,2023-01-01,Standard,399,1.8,4.0,0.0,8,27.0,Yes
1536,2024-07-28,,199,3.9,4.0,4.0,17,42.0,Yes
1537,2023-03-24,Basic,199,18.0,2.0,5.0,6,12.0,No
1538,2024-01-31,Standard,399,1.3,5.0,1.0,15,51.0,Yes
1539,2023-11-15,,399,24.2,1.0,2.0,26,58.0,Yes
1540,2023-07-24,Basic,199,17.1,5.0,4.0,28,8.0,No
1541,2024-08-03,Standard,399,10.7,3.0,2.0,9,19.0,Yes
1542,2024-03-28,Premium,699,13.9,6.0,3.0,30,6.0,Yes
1543,2024-03-06,Premium,699,12.8,5.0,3.0,21,22.0,Yes
1544,2023-05-24,Standard,399,1.2,8.0,0.0,30,49.0,Yes
1545,2024-08-02,Premium,699,19.8,8.0,2.0,20,8.0,No
1546,2024-04-18,Standard,399,19.0,6.0,1.0,4,25.0,No
1547,2024-10-27,Premium,699,21.1,1.0,,30,17.0,No
1548,2023-03-04,Basic,199,,4.0,4.0,22,30.0,Yes
1549,2024-07-29,Basic,199,18.6,0.0,5.0,33,13.0,No
1550,2023-01-07,Premium,699,3.8,,2.0,32,40.0,Yes
1551,2024-06-16,Standard,399,3.3,,1.0,13,38.0,No
1552,2024-02-05,Basic,199,5.5,7.0,0.0,16,53.0,No
1553,2024-07-13,Basic,199,7.8,7.0,1.0,8,52.0,Yes
1554,2023-07-09,Standard,399,21.6,1.0,3.0,29,9.0,No
1555,2023-10-24,Basic,199,,8.0,1.0,16,,Yes
1556,2024-01-31,Premium,699,24.0,7.0,2.0,7,42.0,Yes
1557,2023-05-04,Premium,699,,6.0,1.0,7,1.0,No
1558,2024-11-03,Premium,699,0.8,4.0,0.0,25,41.0,Yes
1559,2024-04-14,Premium,699,,5.0,1.0,29,29.0,No
1560,2023-08-04,Standard,399,24.6,5.0,4.0,1,54.0,No
1561,2024-11-02,Standard,399,10.1,1.0,1.0,34,41.0,Yes
1562,2023-11-07,Premium,699,11.8,2.0,2.0,22,50.0,No
1563,2023-07-04,Standard,399,22.9,,3.0,5,30.0,Yes
1564,2024-08-25,Premium,699,19.5,8.0,2.0,33,8.0,No
1565,2023-06-12,Premium,699,14.8,6.0,0.0,23,2.0,Yes
1566,2023-08-26,Basic,199,16.8,7.0,5.0,7,30.0,Yes
1567,2024-03-06,Premium,699,3.1,2.0,5.0,16,57.0,Yes
1568,2024-03-28,Basic,199,15.5,1.0,0.0,4,54.0,No
1569,2023-05-17,Standard,399,23.1,5.0,0.0,2,44.0,Yes
1570,2023-08-19,Premium,699,5.4,4.0,3.0,36,28.0,Yes
1571,2024-10-06,Basic,199,11.1,8.0,1.0,11,5.0,No
1572,2024-08-04,Premium,699,5.5,2.0,0.0,7,23.0,No
1573,2024-08-07,Premium,699,8.8,8.0,3.0,5,12.0,No
1574,2024-03-13,Standard,399,9.1,8.0,1.0,33,51.0,Yes
1575,2023-04-14,Premium,699,21.9,1.0,1.0,25,50.0,No
1576,2023-10-24,,199,6.1,8.0,2.0,32,1.0,Yes
1577,2024-08-12,Standard,399,17.7,1.0,1.0,25,18.0,Yes
1578,2024-07-13,Basic,199,23.3,8.0,2.0,34,25.0,Yes
1579,2024-03-07,Premium,699,14.8,4.0,,8,1.0,Yes
1580,2023-12-04,Standard,399,8.7,0.0,1.0,13,13.0,No
1581,2023-02-06,Premium,699,6.3,1.0,4.0,4,57.0,No
1582,2023-10-05,Standard,399,23.8,1.0,4.0,5,30.0,No
1583,2024-03-17,Premium,699,3.0,7.0,4.0,3,14.0,Yes
1584,2023-07-20,Standard,399,19.6,3.0,0.0,20,59.0,Yes
1585,2024-01-22,Premium,699,,0.0,4.0,25,30.0,Yes
1586,2023-05-01,Premium,699,11.0,6.0,4.0,9,8.0,Yes
1587,2023-08-26,Premium,699,9.1,5.0,3.0,24,58.0,Yes
1588,2023-01-16,Basic,199,6.1,8.0,4.0,1,2.0,No
1589,2023-10-17,Premium,699,20.4,1.0,0.0,16,8.0,No
1590,2024-05-05,Basic,199,9.1,3.0,2.0,21,8.0,No
1591,2024-05-21,Premium,699,16.6,1.0,2.0,8,60.0,Yes
